Number Of Letters,Number of Sentences,Number of Tokens,Number of Unique Words,Number of syllables,Number of Tokens with More Than 2 Syllables,Mean Sentence Length in Letters,Mean Sentence Length in Syllables,Mean Sentence Length in Tokens,Number of Word Tokens (excluding punctuation and numbers),Number of Word Tokens (including Punctuation and Numbers),Number of Word Types,Number of Word Types (excluding Punctuation and numbers),Number of Word Types (including Punctuation and Numbers),Number of Word Types with More Than 2 Syllables,Percentage of Tokens with More Than 2 Syllables,Percentage of Word Types with More Than 2 Syllables,Proficiency
658,6,148,44,284,72,109.666666666667,47.3333333333333,24.6666666666667,145,166,73,72,78,51,0.486486486486487,0.645569620253165,2
857,5,187,72,368,100,171.4,73.6,37.4,187,203,98,100,102,78,0.53475935828877,0.75,2
1961,18,418,176,865,221,108.944444444444,48.0555555555556,23.2222222222222,418,475,220,221,227,183,0.528708133971292,0.809734513274336,2
967,12,225,80,429,129,80.5833333333333,35.75,18.75,225,261,116,118,127,95,0.573333333333333,0.753968253968254,2
611,8,134,65,263,78,76.375,32.875,16.75,134,152,88,89,92,69,0.582089552238806,0.734042553191489,2
906,11,208,80,383,111,82.3636363636364,34.8181818181818,18.9090909090909,208,236,111,114,119,84,0.533653846153846,0.705882352941177,2
1007,9,226,90,452,111,111.888888888889,50.2222222222222,25.1111111111111,224,259,120,119,128,89,0.491150442477876,0.717741935483871,2
1402,12,331,114,619,168,116.833333333333,51.5833333333333,27.5833333333333,331,379,154,157,163,127,0.507552870090634,0.774390243902439,2
1042,15,234,102,460,125,69.4666666666667,30.6666666666667,15.6,233,258,135,135,141,108,0.534188034188034,0.73972602739726,2
914,13,210,96,409,117,70.3076923076923,31.4615384615385,16.1538461538462,208,244,126,126,134,100,0.557142857142857,0.763358778625954,2
1143,16,248,92,492,135,71.4375,30.75,15.5,247,292,136,136,144,102,0.544354838709677,0.71830985915493,2
839,12,171,90,369,102,69.9166666666667,30.75,14.25,171,189,112,114,120,88,0.596491228070175,0.758620689655172,2
725,9,163,71,318,92,80.5555555555556,35.3333333333333,18.1111111111111,155,188,96,93,102,76,0.56441717791411,0.752475247524752,2
862,8,169,75,381,110,107.75,47.625,21.125,169,188,103,104,106,82,0.650887573964497,0.759259259259259,2
875,12,169,63,372,105,72.9166666666667,31,14.0833333333333,169,198,91,94,99,74,0.621301775147929,0.747474747474748,2
889,8,168,62,373,102,111.125,46.625,21,168,197,94,97,101,77,0.607142857142857,0.762376237623762,2
350,5,85,37,167,42,70,33.4,17,82,96,50,50,53,33,0.494117647058824,0.611111111111111,2
700,6,172,64,316,84,116.666666666667,52.6666666666667,28.6666666666667,165,186,82,81,87,64,0.488372093023256,0.719101123595506,2
1028,11,223,86,463,120,93.4545454545455,42.0909090909091,20.2727272727273,222,248,118,119,123,96,0.538116591928251,0.774193548387097,2
929,13,199,86,409,113,71.4615384615385,31.4615384615385,15.3076923076923,199,233,114,117,120,90,0.5678391959799,0.737704918032787,2
827,10,173,83,364,99,82.7,36.4,17.3,173,215,105,106,112,81,0.572254335260116,0.736363636363636,2
742,6,154,87,314,88,123.666666666667,52.3333333333333,25.6666666666667,154,173,103,106,108,82,0.571428571428571,0.766355140186916,2
770,6,156,72,329,93,128.333333333333,54.8333333333333,26,156,184,95,95,102,76,0.596153846153846,0.791666666666667,2
559,6,120,58,245,65,93.1666666666667,40.8333333333333,20,118,136,74,74,80,56,0.541666666666667,0.691358024691358,2
434,8,101,49,191,56,54.25,23.875,12.625,101,114,65,67,71,49,0.554455445544555,0.680555555555556,2
374,5,87,47,159,50,74.8,31.8,17.4,87,97,60,61,65,43,0.574712643678161,0.671875,2
837,9,194,80,364,101,93,40.4444444444444,21.5555555555556,194,216,108,111,113,81,0.520618556701031,0.710526315789474,2
778,13,190,85,352,89,59.8461538461538,27.0769230769231,14.6153846153846,188,222,109,110,116,81,0.468421052631579,0.698275862068966,2
562,7,128,63,238,71,80.2857142857143,34,18.2857142857143,128,148,84,85,91,60,0.5546875,0.689655172413793,2
683,11,166,61,296,82,62.0909090909091,26.9090909090909,15.0909090909091,166,186,87,91,96,68,0.493975903614458,0.708333333333333,2
776,6,179,80,338,94,129.333333333333,56.3333333333333,29.8333333333333,179,202,100,101,106,74,0.525139664804469,0.718446601941748,2
870,7,191,76,392,106,124.285714285714,56,27.2857142857143,191,227,105,107,112,81,0.554973821989529,0.736363636363636,2
628,7,137,60,282,73,89.7142857142857,40.2857142857143,19.5714285714286,137,153,82,83,86,62,0.532846715328467,0.720930232558139,2
539,14,126,74,229,72,38.5,16.3571428571429,9,126,150,91,92,99,62,0.571428571428571,0.645833333333333,2
546,5,135,67,244,65,109.2,48.8,27,133,149,84,83,89,59,0.481481481481481,0.686046511627907,2
586,5,140,71,260,74,117.2,52,28,140,164,92,94,98,64,0.528571428571429,0.65979381443299,2
790,7,170,89,335,92,112.857142857143,47.8571428571429,24.2857142857143,168,187,113,112,119,82,0.541176470588235,0.694915254237288,2
1839,19,445,154,824,245,96.7894736842105,43.3684210526316,23.4210526315789,445,491,212,215,220,174,0.550561797752809,0.780269058295964,2
980,8,204,95,421,118,122.5,52.625,25.5,204,220,124,124,128,100,0.57843137254902,0.78125,2
1173,11,267,125,512,146,106.636363636364,46.5454545454545,24.2727272727273,267,302,158,159,163,122,0.546816479400749,0.748466257668712,2
1190,13,273,128,537,154,91.5384615384615,41.3076923076923,21,273,326,158,161,167,132,0.564102564102564,0.785714285714286,2
521,8,113,53,229,65,65.125,28.625,14.125,113,129,72,73,77,56,0.575221238938053,0.717948717948718,2
1150,7,262,104,501,141,164.285714285714,71.5714285714286,37.4285714285714,262,300,139,140,146,116,0.538167938931298,0.794520547945205,2
640,13,152,96,273,80,49.2307692307692,21,11.6923076923077,152,171,109,111,117,77,0.526315789473684,0.663793103448276,2
791,9,164,76,341,93,87.8888888888889,37.8888888888889,18.2222222222222,163,190,101,102,108,77,0.567073170731707,0.706422018348624,2
959,15,233,83,423,111,63.9333333333333,28.2,15.5333333333333,233,274,112,114,123,87,0.476394849785408,0.713114754098361,2
970,11,228,93,425,117,88.1818181818182,38.6363636363636,20.7272727272727,228,265,129,130,135,96,0.513157894736842,0.727272727272727,2
794,10,177,80,357,95,79.4,35.7,17.7,177,205,107,110,116,76,0.536723163841808,0.655172413793103,2
874,11,187,90,388,114,79.4545454545455,35.2727272727273,17,187,216,111,113,119,93,0.609625668449198,0.788135593220339,2
699,6,156,65,309,91,116.5,51.5,26,156,170,93,95,97,75,0.583333333333333,0.75,2
575,4,138,57,241,70,143.75,60.25,34.5,138,163,83,84,89,54,0.507246376811594,0.635294117647059,2
440,5,110,51,198,51,88,39.6,22,110,127,66,67,71,46,0.463636363636364,0.666666666666667,2
638,8,156,66,289,78,79.75,36.125,19.5,156,179,93,94,99,65,0.5,0.65,2
900,8,198,82,407,113,112.5,50.875,24.75,198,236,112,113,115,89,0.570707070707071,0.760683760683761,2
721,5,161,71,316,84,144.2,63.2,32.2,161,179,91,93,95,71,0.521739130434783,0.747368421052632,2
549,5,131,55,238,65,109.8,47.6,26.2,128,147,79,77,83,52,0.49618320610687,0.626506024096386,2
808,13,203,92,360,108,62.1538461538462,27.6923076923077,15.6153846153846,203,240,120,123,130,91,0.532019704433498,0.694656488549618,2
1381,18,307,121,589,161,76.7222222222222,32.7222222222222,17.0555555555556,307,345,158,161,166,127,0.52442996742671,0.755952380952381,2
1646,14,355,112,693,186,117.571428571429,49.5,25.3571428571429,354,396,159,161,170,133,0.523943661971831,0.782352941176471,2
538,12,127,87,234,69,44.8333333333333,19.5,10.5833333333333,127,150,97,99,106,66,0.543307086614173,0.66,2
668,8,141,76,298,79,83.5,37.25,17.625,141,166,95,96,103,70,0.560283687943262,0.707070707070707,2
693,13,164,86,312,88,53.3076923076923,24,12.6153846153846,163,179,104,104,109,81,0.536585365853659,0.72972972972973,2
1039,11,243,69,464,134,94.4545454545455,42.1818181818182,22.0909090909091,243,272,105,106,112,82,0.551440329218107,0.738738738738739,2
777,12,169,70,327,89,64.75,27.25,14.0833333333333,162,192,99,96,107,67,0.526627218934911,0.644230769230769,2
756,11,184,73,340,104,68.7272727272727,30.9090909090909,16.7272727272727,184,203,102,102,107,82,0.565217391304348,0.773584905660377,2
899,13,219,75,403,125,69.1538461538462,31,16.8461538461538,215,240,115,111,119,87,0.570776255707763,0.725,2
730,16,151,77,295,85,45.625,18.4375,9.4375,142,167,103,96,106,71,0.562913907284768,0.663551401869159,2
820,12,198,84,371,109,68.3333333333333,30.9166666666667,16.5,198,224,109,111,116,87,0.55050505050505,0.75,2
500,7,113,60,221,61,71.4285714285714,31.5714285714286,16.1428571428571,111,123,74,73,79,54,0.539823008849557,0.692307692307692,2
1217,15,282,96,536,154,81.1333333333333,35.7333333333333,18.8,281,340,130,132,140,101,0.546099290780142,0.726618705035971,2
687,8,163,79,293,84,85.875,36.625,20.375,161,190,104,103,111,74,0.515337423312883,0.704761904761905,2
1319,17,308,122,589,158,77.5882352941177,34.6470588235294,18.1176470588235,307,375,164,165,170,134,0.512987012987013,0.779069767441861,2
1289,9,283,129,582,142,143.222222222222,64.6666666666667,31.4444444444444,283,309,157,159,165,124,0.501766784452297,0.765432098765432,2
429,4,106,47,186,50,107.25,46.5,26.5,104,123,65,63,70,44,0.471698113207547,0.656716417910448,2
981,12,219,109,429,117,81.75,35.75,18.25,219,242,135,136,141,104,0.534246575342466,0.727272727272727,2
1479,10,321,121,646,178,147.9,64.6,32.1,320,359,165,165,170,134,0.554517133956386,0.779069767441861,2
359,4,78,43,159,41,89.75,39.75,19.5,78,84,53,53,56,40,0.525641025641026,0.701754385964912,2
1088,8,272,106,487,141,136,60.875,34,272,301,142,143,148,109,0.518382352941177,0.741496598639456,2
921,10,184,92,399,103,92.1,39.9,18.4,177,212,120,113,125,91,0.559782608695652,0.733870967741935,2
971,11,235,75,430,134,88.2727272727273,39.0909090909091,21.3636363636364,232,264,116,115,123,95,0.570212765957447,0.766129032258065,2
567,8,140,43,233,62,70.875,29.125,17.5,140,157,68,70,74,50,0.442857142857143,0.641025641025641,2
762,10,174,58,331,92,76.2,33.1,17.4,174,198,88,90,95,65,0.528735632183908,0.684210526315789,2
502,4,112,60,201,61,125.5,50.25,28,112,134,74,75,81,57,0.544642857142857,0.730769230769231,2
679,6,176,50,281,73,113.166666666667,46.8333333333333,29.3333333333333,176,213,83,84,92,54,0.414772727272727,0.613636363636364,2
626,3,154,66,271,84,208.666666666667,90.3333333333333,51.3333333333333,154,179,91,93,99,66,0.545454545454545,0.702127659574468,2
1174,12,276,109,518,147,97.8333333333333,43.1666666666667,23,276,304,148,148,153,112,0.532608695652174,0.727272727272727,2
798,7,186,76,353,101,114,50.4285714285714,26.5714285714286,185,218,103,103,109,82,0.543010752688172,0.773584905660377,2
818,7,191,92,371,109,116.857142857143,53,27.2857142857143,191,226,112,114,119,93,0.570680628272251,0.788135593220339,2
575,9,113,66,245,63,63.8888888888889,27.2222222222222,12.5555555555556,107,127,82,77,88,58,0.557522123893805,0.674418604651163,2
897,11,190,89,389,101,81.5454545454545,35.3636363636364,17.2727272727273,182,209,119,112,126,88,0.531578947368421,0.709677419354839,2
864,8,214,73,386,108,108,48.25,26.75,214,249,104,105,112,78,0.504672897196262,0.696428571428571,2
899,12,206,75,392,107,74.9166666666667,32.6666666666667,17.1666666666667,206,231,105,107,114,77,0.519417475728155,0.693693693693694,2
689,9,168,64,312,87,76.5555555555556,34.6666666666667,18.6666666666667,168,188,96,97,100,70,0.517857142857143,0.673076923076923,2
687,11,138,71,290,82,62.4545454545455,26.3636363636364,12.5454545454545,129,157,96,89,100,68,0.594202898550725,0.686868686868687,2
538,6,125,62,233,59,89.6666666666667,38.8333333333333,20.8333333333333,125,136,78,80,83,54,0.472,0.666666666666667,2
675,11,172,67,306,92,61.3636363636364,27.8181818181818,15.6363636363636,171,200,94,95,101,72,0.534883720930233,0.692307692307692,2
890,8,205,86,373,103,111.25,46.625,25.625,205,230,117,121,126,86,0.502439024390244,0.682539682539683,2
841,7,212,79,371,109,120.142857142857,53,30.2857142857143,209,234,106,106,110,82,0.514150943396226,0.745454545454545,2
538,6,120,61,237,61,89.6666666666667,39.5,20,120,126,77,78,79,57,0.508333333333333,0.703703703703704,2
312,6,90,39,143,44,52,23.8333333333333,15,88,99,56,55,59,37,0.488888888888889,0.616666666666667,2
859,15,206,82,373,95,57.2666666666667,24.8666666666667,13.7333333333333,206,235,108,110,114,81,0.461165048543689,0.710526315789474,2
705,10,179,68,302,84,70.5,30.2,17.9,178,205,98,99,104,67,0.46927374301676,0.626168224299065,2
888,12,208,85,391,101,74,32.5833333333333,17.3333333333333,208,239,112,113,116,85,0.485576923076923,0.714285714285714,2
437,8,107,50,206,60,54.625,25.75,13.375,107,116,68,68,71,50,0.560747663551402,0.704225352112676,2
349,5,89,42,159,46,69.8,31.8,17.8,84,103,57,56,62,38,0.51685393258427,0.633333333333333,2
674,8,160,69,295,89,84.25,36.875,20,160,175,97,97,99,70,0.55625,0.7,2
569,7,134,53,241,71,81.2857142857143,34.4285714285714,19.1428571428571,134,152,77,78,80,60,0.529850746268657,0.72289156626506,2
1172,9,263,105,533,130,130.222222222222,59.2222222222222,29.2222222222222,263,291,134,137,141,109,0.494296577946768,0.767605633802817,2
1480,23,375,147,648,181,64.3478260869565,28.1739130434783,16.304347826087,371,443,189,189,197,147,0.482666666666667,0.742424242424242,2
617,12,151,69,275,81,51.4166666666667,22.9166666666667,12.5833333333333,151,177,93,93,98,68,0.536423841059603,0.701030927835051,2
493,5,112,57,224,67,98.6,44.8,22.4,112,133,70,72,76,52,0.598214285714286,0.712328767123288,2
1253,14,300,133,542,146,89.5,38.7142857142857,21.4285714285714,289,339,170,160,175,124,0.486666666666667,0.700564971751412,2
881,10,203,83,382,115,88.1,38.2,20.3,203,256,117,120,127,89,0.566502463054187,0.700787401574803,2
531,8,139,56,243,73,66.375,30.375,17.375,139,171,80,81,87,54,0.525179856115108,0.627906976744186,2
1156,8,252,124,508,136,144.5,63.5,31.5,250,280,149,148,153,118,0.53968253968254,0.761290322580645,2
420,9,110,49,191,55,46.6666666666667,21.2222222222222,12.2222222222222,109,123,67,67,70,46,0.5,0.647887323943662,2
398,5,97,44,172,48,79.6,34.4,19.4,97,107,63,64,68,39,0.494845360824742,0.582089552238806,2
515,8,133,57,228,60,64.375,28.5,16.625,131,151,78,77,84,50,0.451127819548872,0.602409638554217,2
283,4,67,38,121,39,70.75,30.25,16.75,67,89,49,50,56,33,0.582089552238806,0.622641509433962,2
618,8,153,72,274,75,77.25,34.25,19.125,152,181,94,95,102,66,0.490196078431373,0.673469387755102,2
1000,7,226,92,439,117,142.857142857143,62.7142857142857,32.2857142857143,225,249,120,120,126,97,0.517699115044248,0.776,2
1305,15,306,72,603,167,87,40.2,20.4,306,345,125,125,129,104,0.545751633986928,0.776119402985075,2
1331,23,305,124,608,173,57.8695652173913,26.4347826086957,13.2608695652174,305,347,164,165,172,133,0.567213114754098,0.764367816091954,2
1190,15,269,111,544,145,79.3333333333333,36.2666666666667,17.9333333333333,269,300,144,147,150,119,0.539033457249071,0.767741935483871,2
431,4,98,49,182,55,107.75,45.5,24.5,98,114,66,67,71,47,0.561224489795918,0.691176470588235,2
780,8,187,72,366,103,97.5,45.75,23.375,187,203,99,100,105,79,0.550802139037433,0.766990291262136,2
718,10,164,80,324,93,71.8,32.4,16.4,164,185,98,99,103,79,0.567073170731707,0.766990291262136,2
1582,15,371,122,732,202,105.466666666667,48.8,24.7333333333333,370,400,170,170,175,141,0.544474393530997,0.796610169491525,2
1136,13,267,81,497,139,87.3846153846154,38.2307692307692,20.5384615384615,261,292,127,123,130,91,0.52059925093633,0.674074074074074,2
524,12,123,48,229,63,43.6666666666667,19.0833333333333,10.25,122,148,72,71,76,51,0.51219512195122,0.662337662337662,2
630,13,170,68,268,76,48.4615384615385,20.6153846153846,13.0769230769231,170,194,96,97,103,64,0.447058823529412,0.627450980392157,2
1051,9,245,86,475,139,116.777777777778,52.7777777777778,27.2222222222222,244,272,126,128,133,99,0.56734693877551,0.738805970149254,2
1305,18,298,117,574,150,72.5,31.8888888888889,16.5555555555556,295,340,159,158,165,124,0.503355704697987,0.738095238095238,2
1333,18,324,120,586,164,74.0555555555556,32.5555555555556,18,324,356,166,167,172,133,0.506172839506173,0.743016759776536,2
1313,22,323,129,574,165,59.6818181818182,26.0909090909091,14.6818181818182,323,364,172,175,178,135,0.510835913312694,0.72972972972973,2
1090,14,249,105,472,142,77.8571428571429,33.7142857142857,17.7857142857143,249,276,142,143,146,120,0.570281124497992,0.8,2
1463,19,345,139,640,176,77,33.6842105263158,18.1578947368421,344,376,179,182,185,146,0.510144927536232,0.764397905759162,2
1485,22,324,147,665,176,67.5,30.2272727272727,14.7272727272727,320,352,179,178,185,148,0.54320987654321,0.778947368421053,2
1068,11,242,94,457,128,97.0909090909091,41.5454545454545,22,242,271,130,132,135,99,0.528925619834711,0.722627737226277,2
1317,22,301,102,562,171,59.8636363636364,25.5454545454545,13.6818181818182,301,343,152,153,158,117,0.568106312292359,0.722222222222222,2
1204,22,300,123,530,152,54.7272727272727,24.0909090909091,13.6363636363636,298,326,159,159,165,119,0.506666666666667,0.7,2
1450,31,356,127,598,180,46.7741935483871,19.2903225806452,11.4838709677419,355,411,178,179,188,135,0.50561797752809,0.695876288659794,2
1418,18,344,137,611,184,78.7777777777778,33.9444444444444,19.1111111111111,344,393,175,178,183,144,0.534883720930233,0.761904761904762,2
791,7,192,74,336,113,113,48,27.4285714285714,191,205,104,105,109,83,0.588541666666667,0.747747747747748,2
579,13,127,64,245,71,44.5384615384615,18.8461538461538,9.76923076923077,127,142,85,86,90,57,0.559055118110236,0.612903225806452,2
1462,12,341,136,623,194,121.833333333333,51.9166666666667,28.4166666666667,341,374,182,185,192,149,0.56891495601173,0.784210526315789,2
1335,10,303,122,564,155,133.5,56.4,30.3,303,334,163,164,169,129,0.511551155115512,0.75,2
1018,8,234,110,445,135,127.25,55.625,29.25,233,270,139,139,144,111,0.576923076923077,0.770833333333333,2
1020,12,263,81,468,132,85,39,21.9166666666667,263,297,120,122,125,92,0.501901140684411,0.707692307692308,2
835,7,171,69,355,96,119.285714285714,50.7142857142857,24.4285714285714,171,194,101,102,107,77,0.56140350877193,0.733333333333333,2
974,8,258,84,428,126,121.75,53.5,32.25,256,285,126,125,131,94,0.488372093023256,0.717557251908397,2
794,7,202,74,339,95,113.428571428571,48.4285714285714,28.8571428571429,198,236,104,102,111,69,0.47029702970297,0.616071428571429,2
1118,11,279,81,487,137,101.636363636364,44.2727272727273,25.3636363636364,279,305,123,125,130,92,0.491039426523298,0.691729323308271,2
1363,17,351,116,597,181,80.1764705882353,35.1176470588235,20.6470588235294,347,388,172,170,177,135,0.515669515669516,0.741758241758242,2
1074,18,272,75,469,153,59.6666666666667,26.0555555555556,15.1111111111111,272,301,121,123,129,103,0.5625,0.762962962962963,2
1000,21,243,77,428,118,47.6190476190476,20.3809523809524,11.5714285714286,243,269,110,111,114,81,0.48559670781893,0.675,2
1119,19,273,105,475,136,58.8947368421053,25,14.3684210526316,273,309,142,143,148,112,0.498168498168498,0.727272727272727,2
1185,20,288,112,522,151,59.25,26.1,14.4,288,317,154,156,160,122,0.524305555555556,0.734939759036145,2
1131,15,278,118,516,138,75.4,34.4,18.5333333333333,278,316,147,149,156,112,0.496402877697842,0.713375796178344,2
875,18,213,94,380,107,48.6111111111111,21.1111111111111,11.8333333333333,213,239,123,125,131,91,0.502347417840376,0.674074074074074,2
1170,17,300,82,518,149,68.8235294117647,30.4705882352941,17.6470588235294,300,346,125,126,130,97,0.496666666666667,0.708029197080292,2
962,11,227,103,414,125,87.4545454545455,37.6363636363636,20.6363636363636,227,261,135,136,141,101,0.550660792951542,0.716312056737589,2
1137,9,288,91,514,149,126.333333333333,57.1111111111111,32,287,303,132,134,137,105,0.517361111111111,0.74468085106383,2
1185,22,290,124,508,134,53.8636363636364,23.0909090909091,13.1818181818182,289,331,162,162,168,113,0.462068965517241,0.660818713450292,2
